date,open,high,low,close,volume
2020-03-05,166.045,170.87,165.69,166.27,47817251.0
2020-03-04,168.485,170.7,165.62,170.55,49814383.0
2020-03-03,173.8,175.0,162.26,164.51,71677019.0
2020-03-02,165.31,172.92,162.31,172.79,71030810.0
2020-02-28,152.41,163.71,152.0,162.01,97073557.0
2020-02-27,163.32,167.03,157.98,158.18,93174906.0
2020-02-26,169.71,173.26,168.21,170.17,56387148.0
2020-02-25,174.2,174.84,167.6462,168.07,68073295.0
2020-02-24,167.77,174.55,163.23,170.89,68311066.0
2020-02-21,183.17,183.5,177.25,178.59,48600385.0
2020-02-20,186.95,187.25,181.1,184.42,36862376.0
2020-02-19,188.06,188.18,186.47,187.28,29997471.0
2020-02-18,185.605,187.7,185.5,187.23,27853113.0
2020-02-14,183.25,185.41,182.65,185.35,23149516.0
2020-02-13,183.08,186.23,182.872,183.71,35295834.0
2020-02-12,185.58,185.85,181.85,184.71,47062921.0
2020-02-11,190.65,190.7,183.5,184.44,53159906.0
2020-02-10,183.58,188.84,183.25,188.7,35844267.0
2020-02-07,182.845,185.63,182.48,183.89,33529074.0
2020-02-06,180.97,183.8199,180.059,183.63,27751381.0
2020-02-05,184.03,184.2,178.4101,179.9,39186324.0
2020-02-04,177.14,180.64,176.31,180.12,36433339.0
2020-02-03,170.43,174.5,170.4,174.38,30149052.0
2020-01-31,172.21,172.4,169.58,170.23,36142690.0
2020-01-30,174.05,174.05,170.79,172.78,51597470.0
2020-01-29,167.84,168.75,165.69,168.04,35127771.0
2020-01-28,163.78,165.755,163.073,165.46,24899940.0
2020-01-27,161.15,163.375,160.2,162.28,32078067.0
2020-01-24,167.51,167.53,164.45,165.04,24918117.0
2020-01-23,166.19,166.8,165.27,166.72,19680766.0
2020-01-22,167.4,167.49,165.68,165.7,24138777.0
2020-01-21,166.68,168.19,166.43,166.5,29223486.0
2020-01-17,167.42,167.4675,165.43,167.1,34371659.0
2020-01-16,164.35,166.24,164.03,166.17,23865360.0
2020-01-15,162.62,163.94,162.57,163.18,21417871.0
2020-01-14,163.39,163.6,161.72,162.13,23500783.0
2020-01-13,161.76,163.31,161.26,163.28,18666414.0
2020-01-10,162.8235,163.22,161.18,161.34,20733946.0
2020-01-09,161.835,162.215,161.03,162.09,21399951.0
2020-01-08,158.93,160.8,157.9491,160.09,27762026.0
2020-01-07,159.32,159.67,157.32,157.58,21881740.0
2020-01-06,157.08,159.1,156.51,159.03,20826702.0
2020-01-03,158.32,159.945,158.06,158.62,21121681.0
2020-01-02,158.78,160.73,158.33,160.62,22634546.0
2019-12-31,156.77,157.77,156.45,157.7,18393383.0
2019-12-30,158.9865,159.02,156.73,157.59,16356720.0
2019-12-27,159.45,159.55,158.22,158.96,18414352.0
2019-12-26,157.5511,158.73,157.4,158.67,14526927.0
2019-12-24,157.48,157.71,157.115,157.38,8989150.0
2019-12-23,158.12,158.12,157.27,157.41,17726283.0
2019-12-20,157.35,158.49,156.29,157.41,53599613.0
2019-12-19,154.0,155.77,153.75,155.71,25813825.0
2019-12-18,154.3,155.48,154.18,154.37,24132379.0
2019-12-17,155.45,155.71,154.45,154.69,25443527.0
2019-12-16,155.11,155.9,154.82,155.53,24152770.0
2019-12-13,153.1106,154.89,152.83,154.53,23850062.0
2019-12-12,151.65,153.44,151.02,153.24,24645366.0
